279	517	1448	1	205
280	870	1387	2	309
281	832	1490	3	466
282	802	1598	0	23
283	1322	1241	0	149
284	981	870	6	1034
285	1295	1378	2	352
286	806	1310	4	650
287	1138	836	4	691
288	1665	1421	0	70
289	1055	1309	2	432
290	824	1098	4	746
291	1586	1525	4	670
292	976	1326	0	63
293	1085	625	5	862
294	1257	1732	1	203
295	1181	1814	6	953
296	548	1956	1	172
297	1070	1606	5	827
298	1344	836	0	29
299	1429	1908	4	654
300	1578	1686	4	600
301	685	1146	4	656
302	517	1981	6	922
303	883	1343	1	298
304	1288	1821	3	503
305	723	989	2	302
306	1213	1216	2	449
307	754	810	6	1028
308	932	1222	6	963
309	1316	1006	5	891
310	1678	1464	5	820
311	1389	874	5	779
312	1033	1190	5	874
313	1283	653	5	854
314	1433	1505	3	537
315	963	690	1	247
316	1152	1162	4	695
317	582	1896	5	785
318	921	1090	5	896
319	571	1866	3	485
320	1341	961	2	398
321	1028	829	3	583
322	575	707	1	266
323	949	910	4	734
324	1559	1343	0	76
325	1669	1739	5	885
326	981	872	0	134
327	1055	1381	0	102
328	1087	1772	3	471
329	1432	1719	6	984
330	1455	1211	1	281
331	1363	1798	1	154
332	1383	1740	6	984
333	602	1861	2	442
334	1129	1994	1	183
335	959	1161	1	213
336	782	852	0	139
337	1441	1604	6	1009
338	697	1284	1	206
339	1339	1471	0	43
340	580	1052	6	956
341	1336	1095	1	157
342	1116	1465	6	995
343	1204	1839	6	953
344	1505	1873	4	740
345	806	1281	6	950
346	1382	1578	6	1009
347	1020	1848	2	408
348	1310	1059	2	307
349	1037	1636	1	171
350	1495	1737	3	461
351	932	1388	2	363
352	1123	889	0	133
353	1410	897	0	98
354	1039	1210	3	574
355	919	1124	2	373
356	499	1961	2	322
357	512	1795	4	635
358	964	1781	4	632
359	1724	1790	5	890
360	1263	1296	5	867
361	928	1104	4	673
362	1273	1573	0	67
363	1157	947	6	957
364	990	1770	3	482
365	1499	1190	6	966
366	1060	1939	1	169
367	555	1934	6	922
368	1034	944	2	357
369	1231	1728	5	803
370	1299	1446	0	43
371	1062	1013	6	1018
372	782	752	5	888
373	1376	1010	0	105
374	1161	931	0	57
375	1371	1220	4	731
376	982	1869	3	558
377	1534	1505	3	520
378	558	958	3	452
379	1544	1770	3	590
380	1321	1616	3	556
381	1325	1659	6	1001
382	961	1223	4	663
383	1250	1694	6	999
384	464	1727	5	886
385	883	1151	1	160
386	544	1679	5	781
387	1013	1917	4	619
388	1040	1891	3	469
389	1711	1845	3	590
390	1356	727	6	965
391	517	1849	1	185
392	1300	851	4	629
393	757	1943	5	751
394	1474	1499	1	237
395	1244	666	3	525
396	502	1836	3	485
397	1516	1821	0	140
398	922	806	2	434
399	1126	1747	3	471
400	768	1134	2	350
401	820	638	4	738
402	670	1255	2	356
403	1177	1597	5	893
404	756	678	4	682
405	1279	849	0	29
406	685	1040	3	452
407	1116	1490	5	845
408	583	862	0	28
409	708	795	6	1020
410	1588	1924	5	810
411	1673	1707	4	600
412	655	890	6	902
413	1108	1524	5	827
414	910	869	1	284
415	1445	1398	3	537
416	1698	1743	0	135
417	1552	1048	5	863
418	1482	1793	2	311
419	1096	667	2	412
420	500	1463	4	655
421	628	1319	0	56
422	1351	1489	6	992
423	1310	1965	5	795
424	992	1097	2	418
425	1163	725	2	425
426	621	629	3	566
427	1180	1808	4	653
428	1679	1677	4	600
429	1066	1120	1	238
430	856	792	4	697
431	639	949	6	902
432	1340	635	5	854
433	854	1185	2	310
434	927	1012	0	146
435	916	1276	4	626
436	1268	1639	5	851
437	776	955	3	507
438	622	1330	1	206
439	1403	1109	5	757
440	983	1900	4	603
441	587	1624	5	781
442	1270	1349	3	502
443	639	1343	5	806
444	1033	643	3	562
445	1431	1300	3	567
446	1394	1333	5	837
447	1537	1302	3	526
448	650	1166	0	56
449	1037	1211	3	574
450	1508	1761	4	740
451	679	1340	6	956
452	1123	688	0	112
453	1404	1596	2	409
454	516	1913	0	35
455	590	1163	4	656
456	743	976	0	18
457	1349	1445	2	343
458	609	1781	4	742
459	938	873	1	284
460	1029	1403	5	897
461	1683	1988	5	810
462	930	1307	6	963
463	1679	1840	3	590
464	789	1419	3	500
465	593	693	4	716
466	694	1296	2	356
467	1240	1830	0	53
468	1097	1080	0	118
469	1455	1406	0	87
470	694	1917	4	601
471	1494	1232	5	833
472	837	1806	1	182
473	1007	1028	6	1018
474	1098	918	5	883
475	668	1387	3	587
476	715	1920	2	301
477	1169	1459	3	493
478	755	1749	5	829
479	1610	1575	5	844
480	1367	1114	6	907
481	1350	1814	3	553
482	1238	707	2	375
483	1713	1822	4	740
484	1510	1968	3	510
485	1631	1828	2	440
486	709	1589	3	519
487	833	1992	3	458
488	658	765	2	420
489	1372	1413	6	987
490	1341	1767	1	203
491	1136	1174	1	245
492	869	1359	4	748
493	509	1467	3	505
494	799	1116	1	200
495	725	958	6	902
496	1491	1041	0	113
497	794	1323	3	500
498	505	1438	6	955
499	1221	1109	0	7
500	785	823	1	289
501	970	1471	5	813
502	1346	1235	0	149
503	1595	1284	6	983
504	774	670	6	982
505	1121	1788	5	771
506	1293	1794	3	503
507	745	1318	1	200
508	1524	1127	2	366
509	1214	1153	5	895
510	746	1250	6	950
511	1413	895	3	548
512	567	1956	4	622
513	1472	1018	2	405
514	1016	1488	4	613
515	1149	1434	1	245
516	1510	1179	0	66
517	1679	1612	3	544
518	667	846	2	428
519	850	1161	3	460
520	1572	1857	6	1040
521	886	1456	1	166
522	946	968	2	357
523	731	1425	1	200
524	858	1104	4	673
525	1761	1728	4	735
526	1263	1744	3	503
527	814	1914	0	59
528	1177	736	0	125
529	1116	1792	0	21
530	804	1897	4	659
531	881	1249	2	310
532	961	1133	6	963
533	713	1824	3	529
534	1078	1530	4	677
535	703	1706	5	819
536	618	1088	0	56
537	1669	1556	3	544
538	859	1448	4	744
539	1063	1081	3	568
540	864	1745	4	632
541	1373	1913	4	654
542	638	785	4	716
543	1049	1965	2	319
544	798	1052	0	50
545	1372	1681	0	46
546	595	731	3	566
547	1528	1980	0	60
548	1087	1260	0	110
549	1173	1721	0	53
550	1264	1674	2	399
551	551	1678	1	181
552	1239	1824	0	53
553	902	1795	0	32
554	548	1673	1	181
555	447	1763	4	736
556	558	1300	6	956
557	811	1051	4	650
558	807	652	0	138
559	1211	1074	0	145
560	1038	688	2	412
561	847	1742	3	482
562	627	875	2	328
563	1547	1050	1	263
564	1251	1327	3	490
565	875	1872	4	708
566	616	977	3	452
567	1477	1044	5	863
568	1167	1661	0	21
569	1308	899	5	891
570	818	1213	5	760
571	1061	1936	2	319
572	840	939	6	957
573	1299	1322	4	652
574	727	1249	4	656
575	947	1719	0	32
576	1526	1867	1	290
577	1197	1883	2	345
578	1565	1608	5	844
579	910	764	3	547
580	1346	1454	4	643
581	1451	1035	3	555
582	1050	1633	3	527
583	1096	764	3	562
584	934	938	2	357
585	1328	1511	6	992
586	1367	1936	2	354
587	729	1382	3	500
588	838	1133	5	823
589	836	821	2	439
590	626	1330	4	656
591	1724	1784	2	440
592	1435	1190	0	7
593	812	1218	2	350
594	959	1414	6	963
595	1430	953	4	698
596	1210	1446	5	793
597	572	1829	2	335
598	797	691	1	288
599	1130	1118	0	95
600	1105	1584	2	377
601	604	849	3	478
602	1550	1189	0	66
603	728	1028	6	950
604	499	1950	0	22
605	1575	1297	1	233
606	628	1011	1	152
607	1372	1413	4	687
608	1322	1664	5	851
609	1058	1467	2	313
610	1153	962	6	957
611	1393	1780	0	14
612	894	1463	1	166
613	1200	1014	5	895
614	1507	1140	6	966
615	1679	1652	4	694
616	1325	963	2	441
617	1090	965	4	657
618	828	1586	2	323
619	994	1102	0	88
620	1591	1778	3	590
621	1255	1638	2	399
622	1702	1789	6	1040
623	854	1337	1	298
624	1412	1024	2	405
625	1450	1103	6	907
626	1252	1869	1	203
627	970	1468	5	813
628	854	972	5	807
629	1367	1423	2	343
630	1444	1806	3	464
631	650	1492	3	524
632	730	1292	0	50
633	1018	1274	1	260
634	1581	1385	4	670
635	1312	1865	3	503
636	1695	1733	3	585
637	1563	1529	2	370
638	564	1864	1	185
639	1063	798	3	583
640	1332	1870	5	795
641	1229	1037	4	741
642	1420	1196	4	607
643	501	1826	0	35
644	1544	1670	2	300
645	1452	1423	6	987
646	711	1565	0	69
647	1262	998	3	591
648	1082	1815	3	558
649	1208	1700	1	249
650	628	974	6	902
651	1426	1244	2	431
652	1048	1863	1	258
653	899	1243	6	910
654	1445	1144	0	7
655	1187	1786	6	953
656	1590	1649	0	94
657	511	1590	5	781
658	512	1556	2	355
659	1068	1374	6	1002
660	558	1765	0	35
661	598	1947	4	742
662	875	1363	5	898
663	1297	1089	3	457
664	630	1365	0	56
665	685	1515	4	737
666	1440	994	3	555
667	1382	1376	3	537
668	807	1673	3	473
669	1235	1958	1	195
670	593	1736	4	631
671	1549	1798	2	440
672	1549	1443	0	70
673	1605	1543	3	520
674	990	1380	2	402
675	637	1532	2	374
676	1083	1143	2	388
677	1065	1938	1	169
678	725	1362	3	506
679	1304	1657	3	551
680	942	1381	6	963
681	820	1012	0	146
682	1091	1401	2	447
683	1102	1482	6	995
684	1110	1164	2	395
685	1240	1322	1	190
686	520	1723	1	181
687	1148	741	0	125
688	1645	1906	4	660
689	1019	1047	1	268
690	1169	664	0	111
691	1188	962	0	57
692	967	676	3	547
693	981	1836	1	258
694	1165	1229	4	749
695	615	1035	5	752
696	1455	994	2	405
697	652	1985	0	142
698	1061	770	6	1012
699	1169	1649	4	699
700	1132	847	3	541
701	749	890	4	618
702	1441	1795	4	614
703	1497	1197	2	366
704	544	1592	1	181
705	1285	1546	3	542
706	627	1681	3	481
707	861	1221	4	610
708	970	917	1	284
709	627	1602	1	181
710	1179	1099	0	145
711	1049	1136	3	538
712	559	1685	1	181
713	1508	1646	0	130
714	724	1362	4	656
715	558	1217	2	356
716	1254	1340	2	340
717	590	1437	6	974
718	1470	1745	4	611
719	975	1323	4	663
720	1016	1202	6	1024
721	742	1655	2	323
722	738	636	0	82
723	851	1826	5	858
724	1681	1452	6	970
725	853	638	3	547
726	1399	1385	4	687
727	1379	926	3	548
728	818	775	0	120
729	1488	1066	4	607
730	1259	970	0	141
731	1145	1117	4	695
732	533	1652	4	631
733	1756	1868	1	290
734	1007	1767	4	632
735	848	1841	5	858
736	732	1673	6	923
737	1481	1181	2	307
738	1069	1407	3	597
739	1100	1569	1	227
740	920	1968	1	158
741	638	950	5	752
742	679	1594	3	519
743	626	1328	4	656
744	1574	1172	0	66
745	715	1598	6	969
746	1369	1134	4	607
747	752	791	4	720
748	750	858	5	878
749	1566	1256	5	833
750	1246	1203	2	307
751	567	1290	1	206
752	1256	1490	5	842
753	1010	867	1	283
754	1519	1481	0	70
755	1616	1990	3	510
756	1521	1504	5	820
757	1239	1841	6	953
758	1317	704	2	404
759	707	1461	5	887
760	1361	1813	6	1003
761	1377	1863	1	253
762	1182	1685	0	99
763	1635	1481	2	370
764	819	727	3	588
765	1640	1681	5	750
766	882	1423	2	444
767	1385	1071	6	907
768	1431	1280	5	867
769	990	1360	3	582
770	1339	1630	6	1006
771	1097	1191	5	874
772	937	1369	6	963
773	1430	1021	2	405
774	1241	1997	4	729
775	662	1151	6	956
776	1577	1536	0	70
777	821	1714	3	473
778	1427	1273	5	867
779	925	1492	5	766
780	1515	1972	3	510
781	1331	948	3	591
782	1063	754	5	862
783	709	1047	5	752
784	716	1021	5	752
785	1610	1723	5	885
786	1163	1317	6	940
787	719	1276	2	356
788	976	838	2	434
789	1108	1217	6	995
790	1713	1834	6	1040
791	1521	1851	3	590
792	1457	1048	0	113
793	1307	995	5	891
794	781	1353	3	500
795	1464	1915	5	804
796	904	1421	6	1044
797	1657	1977	4	660
798	573	1552	2	381
799	1545	1744	4	605
800	1346	779	1	212
801	526	1515	2	355
802	1560	1658	3	580
803	842	1767	4	632
804	1257	1071	1	157
805	1564	1238	3	533
806	1079	1017	2	418
807	961	1249	6	963
808	1361	752	1	215
809	823	1318	6	1048
810	940	647	1	247
811	1241	985	5	891
812	1101	1812	4	708
813	905	1750	5	782
814	1284	1231	6	1049
815	557	1925	5	772
816	1636	1867	3	590
817	1372	802	4	629
818	741	1315	1	200
819	1398	1787	2	314
820	1477	1803	6	911
821	503	1508	6	955
822	697	1325	2	356
823	1501	1890	4	660
824	1386	1925	6	954
825	1093	1511	3	527
826	921	1830	1	258
827	1646	1263	0	83
828	1533	1280	3	533
829	1091	1823	3	558
830	1610	1508	0	70
831	865	1113	1	223
832	1222	1791	6	953
833	1217	965	6	1041
834	801	705	3	588
835	539	1519	3	505
836	1431	911	0	98
837	935	1791	2	332
838	1378	1678	1	196
839	994	1151	6	1024
840	1638	1832	2	440
841	1130	1937	1	183
842	1339	1171	1	157
843	1296	673	3	554
844	1314	1838	1	203
845	694	984	1	152
846	1443	1676	3	489
847	929	1412	3	594
848	1371	1541	6	987
849	679	865	2	428
850	771	1284	1	200
851	1235	683	3	525
852	583	665	3	566
853	997	980	0	57
854	506	1577	5	805
855	734	640	6	982
856	1634	1706	6	900
857	646	1780	6	1042
858	1059	1031	5	868
859	1439	1760	3	534
860	989	1965	6	903
861	1352	1118	4	607
862	1540	1084	1	263
863	508	1882	4	635
864	1258	1802	4	653
865	872	976	3	507
866	1109	715	2	412
867	873	819	2	439
868	1251	630	1	225
869	995	656	1	247
870	1547	1481	2	370
871	1259	1337	6	940
872	705	1355	4	656
873	658	1072	5	806
874	628	1209	2	356
875	1390	1911	1	204
876	1119	1565	4	743
877	677	1437	0	137
878	1678	1820	4	740
879	1201	1073	1	295
880	965	1776	5	782
881	744	1122	1	200
882	755	1212	0	50
883	1227	1761	1	203
884	1028	652	5	862
885	1104	1136	2	395
886	878	1828	5	858
887	1187	1183	5	899
888	1394	1592	3	559
889	1304	712	4	690
890	1356	982	5	855
891	1229	692	2	375
892	967	1073	1	213
893	613	687	4	716
894	624	1365	5	806
895	1671	1821	0	140
896	689	705	1	232
897	785	1313	5	800
898	603	819	3	478
899	1329	1201	6	907
900	1104	1136	6	995
901	1137	636	6	1011
902	896	1168	4	610
903	604	1489	4	674
904	1245	1220	1	299
905	649	1656	2	331
906	835	877	0	139
907	900	1764	1	182
908	1238	729	2	375
909	909	1045	5	896
910	985	1249	0	124
911	1008	1908	3	469
912	627	938	5	752
913	1041	1979	2	319
914	1080	763	5	862
915	981	748	6	997
916	1193	918	6	991
917	989	1832	0	108
918	1641	1837	4	740
919	889	1316	0	148
920	571	1718	1	181
921	1324	906	4	741
922	1160	1821	6	1008
923	592	1375	6	956
924	1552	1874	1	290
925	967	1752	0	32
926	734	1637	6	923
927	589	1981	2	322
928	1221	719	2	375
929	1669	1255	5	833
930	1256	1796	2	353
931	958	1062	3	513
932	1226	1706	3	549
933	1237	1571	0	71
934	1622	1592	6	994
935	772	1098	2	350
936	748	1011	4	650
937	1068	1952	0	19
938	1424	1665	2	346
939	1056	790	6	1012
940	1051	692	6	1012
941	1406	1641	2	346
942	699	1204	0	56
943	873	1855	3	558
944	1368	1414	5	793
945	1311	822	2	329
946	1427	1557	1	259
947	758	666	1	232
948	601	1124	2	356
949	1244	1238	1	299
950	768	1184	2	350
951	1386	1449	6	987
952	812	1690	5	773
953	713	1877	6	901
954	1522	1898	5	810
955	493	1866	4	635
956	1127	1956	5	783
957	1453	1040	2	413
958	756	1775	5	829
959	944	658	6	997
960	897	1421	2	444
961	874	953	0	57
962	596	1803	2	335
963	624	1932	5	892
964	947	1314	3	513
965	816	1000	5	896
966	722	1223	4	656
967	1038	1791	5	771
968	785	845	1	289
969	582	726	3	566
970	629	1577	2	369
971	1303	976	3	591
972	831	1101	0	146
973	1013	782	1	262
974	1479	1220	6	1031
975	968	1482	0	63
976	1666	1651	1	244
977	973	1203	2	363
978	1556	1364	3	526
979	749	626	6	982
980	672	1667	0	69
981	942	1043	3	513
982	939	1188	3	513
983	1136	1157	4	695
984	1390	1490	6	987
985	1474	1876	0	54
986	942	964	4	657
987	1100	1512	3	527
988	1477	1598	6	1009
989	1252	1875	4	645
990	1001	1769	6	932
991	554	1433	4	655
992	1232	1996	5	879
993	1565	1588	6	994
994	770	1836	2	379
995	1044	762	4	712
996	1649	1899	1	210
997	816	969	0	57
998	1307	1320	1	202
999	1360	1792	1	154
1000	791	1075	2	350
1001	1423	1279	5	867
1002	703	918	1	152
1003	890	1470	1	166
1004	1101	960	5	807
1005	1387	1288	3	567
1006	1269	1425	6	943
1007	1474	1616	1	259
1008	1522	1999	3	510
1009	1535	1114	6	1013
1010	1142	818	3	541
1011	1495	1585	3	559
1012	553	1809	3	485
1013	764	1399	2	350
1014	734	1420	1	200
1015	857	1831	0	108
1016	552	1520	0	55
1017	588	805	6	928
1018	1452	1989	0	89
1019	1316	1166	4	607
1020	986	823	5	884
1021	1567	1657	2	394
1022	700	1909	4	601
1023	1000	641	0	112
1024	848	1866	3	558
1025	1450	1443	4	687
1026	1157	1324	5	790
1027	1075	733	2	412
1028	1274	1508	2	392
1029	1188	1486	3	542
1030	1088	1319	6	1032
1031	997	983	0	57
1032	1553	1269	0	83
1033	648	1158	0	56
1034	863	1096	4	746
1035	1634	1230	2	383
1036	1507	1262	3	533
1037	666	1648	4	669
1038	994	1761	0	32
1039	617	1686	1	181
1040	1263	1244	0	149
1041	1553	1207	2	366
1042	812	840	1	289
1043	1158	1572	3	593
1044	1609	1668	2	300
1045	910	1106	4	673
1046	1636	1694	4	600
1047	1699	1764	3	590
1048	1596	1750	0	140
1049	562	1287	4	656
1050	1618	1592	6	994
1051	964	1033	3	513
1052	1263	883	2	441
1053	1185	1788	1	203
1054	1466	1455	3	537
1055	524	1421	4	655
1056	1305	1511	5	842
1057	1286	1767	6	953
1058	707	940	5	752
1059	839	1834	4	708
1060	542	1620	5	781
1061	1084	953	4	657
1062	984	1441	5	897
1063	1082	828	5	883
1064	765	692	4	682
1065	720	1234	4	656
1066	762	1943	6	901
1067	820	1023	0	146
1068	984	1981	4	603
1069	1047	1614	0	77
1070	560	1864	2	335
1071	1707	1622	5	780
1072	757	1504	5	773
1073	1291	963	4	741
1074	556	672	6	1016
1075	776	1957	4	659
1076	838	902	3	589
1077	730	1999	2	301
1078	1211	1086	1	295
1079	573	1517	4	674
1080	628	1553	1	219
1081	941	1442	5	813
1082	1331	1043	6	1041
1083	1667	1929	1	210
1084	644	1063	5	806
1085	599	1334	2	356
1086	692	643	2	382
1087	842	820	5	889
1088	922	739	3	547
1089	1257	1310	2	340
1090	1104	681	4	712
1091	1511	1682	6	900
1092	1223	1781	5	803
1093	1226	1414	1	193
1094	578	1222	2	356
1095	697	1152	6	956
1096	970	1441	6	963
1097	1249	1135	2	307
1098	1723	1815	1	290
1099	1532	1865	5	890
1100	845	874	5	889
1101	1400	999	2	405
1102	1661	1410	4	670
1103	1177	1563	2	443
1104	510	1615	5	781
1105	1353	1103	1	157
1106	569	1744	6	931
1107	699	702	3	532
1108	1244	1971	6	945
1109	1286	1976	4	645
1110	548	1691	6	931
1111	1309	1564	0	67
1112	1030	1120	1	238
1113	731	1316	6	950
1114	812	1138	4	650
1115	1396	1692	6	946
1116	1238	1592	3	521
1117	1266	1417	1	193
1118	849	654	2	397
1119	1444	1750	2	384
1120	616	1722	2	331
1121	617	842	6	928
1122	1190	1416	4	643
1123	1413	1558	4	709
1124	1332	1600	5	817
1125	1029	794	1	262
1126	937	1434	0	63
1127	1653	1677	5	750
1128	1396	1824	2	396
1129	1093	928	3	507
1130	1591	1302	6	976
1131	812	1475	1	166
1132	1161	1363	2	340
1133	900	1248	0	10
1134	1047	1006	4	718
1135	1228	1738	3	503
1136	1265	1752	1	203
1137	1090	1171	1	274
1138	739	785	4	720
1139	596	1824	6	935
1140	1493	1083	6	1013
1141	1165	1545	6	992
1142	1480	1292	6	1017
1143	1349	1090	3	457
1144	1517	1396	0	70
1145	1387	814	2	329
1146	1361	1281	4	717
1147	1267	1641	3	549
1148	637	1899	2	442
1149	819	757	1	288
1150	1180	1264	6	1017
1151	994	709	6	997
1152	1365	1225	5	881
1153	529	1562	6	955
1154	966	1360	2	363
1155	1584	1456	2	370
1156	1347	1397	2	343
1157	1074	1014	6	1018
1158	512	1888	3	485
1159	650	788	2	420
1160	733	1773	3	529
1161	554	1481	4	655
1162	818	1909	2	359
1163	744	921	0	18
1164	1566	1446	5	820
1165	1035	1020	2	418
1166	890	1392	0	144
1167	1535	1204	4	666
1168	588	1971	4	622
1169	1707	1754	1	290
1170	1523	1204	2	366
1171	823	1473	5	766
1172	1372	1618	6	1009
1173	533	1421	6	955
1174	1098	1439	3	597
1175	551	1427	4	655
1176	505	1779	0	35
1177	609	1589	1	181
1178	821	1945	1	209
1179	1123	1737	1	171
1180	1461	1123	2	307
1181	539	1382	5	805
1182	1211	850	4	691
1183	1676	1553	2	394
1184	1070	1134	2	388
1185	1371	1889	5	804
1186	1563	1592	1	244
1187	1350	1119	5	757
1188	1518	1392	3	520
1189	1569	1677	5	750
1190	562	1936	4	622
1191	721	878	3	452
1192	1150	1111	0	95
1193	1286	643	0	104
1194	1226	1169	3	457
1195	1091	1130	2	388
1196	1532	1420	6	970
1197	1633	1377	1	220
1198	746	1882	4	601
1199	1208	1470	1	193
1200	1365	1287	4	717
1201	803	1004	1	200
1202	1202	1843	4	653
1203	801	1293	5	800
1204	514	1830	1	185
1205	1590	1309	6	976
1206	847	714	6	1038
1207	941	1034	3	513
1208	994	715	4	697
1209	1589	1921	5	810
